Time_s   F0_Hz
0.023039   122.264167
0.033039   --undefined--
0.043039   189.224318
0.053039   179.621875
0.063039   177.029078
0.073039   173.633479
0.083039   171.386299
0.093039   167.447663
0.103039   160.943742
0.113039   --undefined--
0.123039   --undefined--
0.133039   --undefined--
0.143039   --undefined--
0.153039   --undefined--
0.163039   --undefined--
0.173039   --undefined--
0.183039   --undefined--
0.193039   --undefined--
0.203039   --undefined--
0.213039   --undefined--
0.223039   176.528715
0.233039   171.199460
0.243039   165.267526
0.253039   160.881654
0.263039   155.290277
0.273039   150.373393
0.283039   150.264017
0.293039   148.415060
0.303039   146.364499
0.313039   144.586319
0.323039   142.094971
0.333039   135.433288
0.343039   130.911581
0.353039   127.459183
0.363039   124.547975
0.373039   122.979789
0.383039   122.813128
0.393039   122.495097
0.403039   120.309801
0.413039   105.033212
0.423039   115.993900
0.433039   120.859293
0.443039   121.596824
0.453039   121.783918
0.463039   122.621171
0.473039   122.041471
0.483039   118.600241
0.493039   116.444356
0.503039   115.297202
0.513039   114.313716
0.523039   113.377187
0.533039   112.604470
0.543039   111.936979
0.553039   110.640333
0.563039   112.626856
0.573039   114.221563
0.583039   114.443429
0.593039   113.976831
0.603039   111.196444
0.613039   108.355406
0.623039   105.604539
0.633039   100.550888
0.643039   96.724619
0.653039   89.433258
0.663039   91.908874
0.673039   102.295072
0.683039   108.278089
0.693039   127.034223
0.703039   130.182782
0.713039   127.228058
0.723039   124.732837
0.733039   116.334888
0.743039   --undefined--
0.753039   --undefined--
0.763039   --undefined--
0.773039   --undefined--
0.783039   --undefined--
0.793039   --undefined--
0.803039   --undefined--
0.813039   --undefined--
0.823039   --undefined--
0.833039   --undefined--
0.843039   --undefined--
0.853039   --undefined--
0.863039   --undefined--
0.873039   --undefined--
0.883039   --undefined--
0.893039   --undefined--
0.903039   --undefined--
0.913039   --undefined--
0.923039   --undefined--
0.933039   --undefined--
0.943039   --undefined--
0.953039   --undefined--
0.963039   --undefined--
0.973039   --undefined--
0.983039   --undefined--
0.993039   --undefined--
1.003039   --undefined--
1.013039   --undefined--
1.023039   89.214886
1.033039   90.436243
1.043039   91.953415
1.053039   91.228644
1.063039   91.469407
1.073039   95.065017
1.083039   --undefined--
1.093039   --undefined--
1.103039   --undefined--
1.113039   --undefined--
1.123039   --undefined--
1.133039   --undefined--
1.143039   --undefined--
1.153039   --undefined--
1.163039   --undefined--
1.173039   --undefined--
1.183039   --undefined--
1.193039   137.171435
1.203039   137.234952
1.213039   136.919637
1.223039   136.110679
1.233039   135.323747
1.243039   133.609123
1.253039   140.026741
1.263039   145.556259
1.273039   147.260006
1.283039   147.147234
1.293039   152.456788
1.303039   154.168913
1.313039   146.124464
1.323039   137.265009
1.333039   127.278549
1.343039   122.324373
1.353039   121.610561
1.363039   122.258995
1.373039   121.425109
1.383039   121.209750
1.393039   120.795331
1.403039   120.872379
1.413039   120.676218
1.423039   --undefined--
1.433039   --undefined--
1.443039   --undefined--
1.453039   --undefined--
1.463039   --undefined--
