Time_s   F0_Hz
0.024172   219.145413
0.034172   229.544209
0.044172   231.873447
0.054172   227.813860
0.064172   218.719838
0.074172   --undefined--
0.084172   219.531645
0.094172   217.929293
0.104172   --undefined--
0.114172   --undefined--
0.124172   282.681039
0.134172   281.158817
0.144172   280.507489
0.154172   279.867285
0.164172   279.666246
0.174172   280.067021
0.184172   279.681237
0.194172   281.772083
0.204172   284.972500
0.214172   287.162783
0.224172   290.415517
0.234172   294.978743
0.244172   297.384096
0.254172   299.084688
0.264172   299.333202
0.274172   295.861074
0.284172   289.585519
0.294172   281.963881
0.304172   279.469568
0.314172   282.477492
0.324172   289.248840
0.334172   297.942205
0.344172   310.272236
0.354172   319.956856
0.364172   326.105327
0.374172   329.482103
0.384172   331.543051
0.394172   332.237649
0.404172   330.314721
0.414172   318.426117
0.424172   286.827488
0.434172   272.318761
0.444172   273.213263
0.454172   274.610340
0.464172   --undefined--
0.474172   --undefined--
0.484172   263.769695
0.494172   262.946151
0.504172   263.261039
0.514172   260.607486
0.524172   256.871939
0.534172   250.712312
0.544172   246.281961
0.554172   246.024866
0.564172   --undefined--
0.574172   80.254242
0.584172   93.249959
0.594172   97.389530
0.604172   97.706771
0.614172   --undefined--
0.624172   --undefined--
0.634172   257.643723
0.644172   260.498078
0.654172   259.659836
0.664172   252.975367
0.674172   243.583682
0.684172   --undefined--
0.694172   --undefined--
0.704172   --undefined--
0.714172   --undefined--
0.724172   --undefined--
0.734172   282.140651
0.744172   275.999286
0.754172   271.283753
0.764172   264.836809
0.774172   259.211278
0.784172   254.994801
0.794172   249.991673
0.804172   244.663769
0.814172   237.699347
0.824172   229.653947
0.834172   233.678734
0.844172   233.571457
0.854172   234.852451
0.864172   233.604634
0.874172   231.758704
0.884172   230.783784
0.894172   234.909365
0.904172   245.307847
0.914172   --undefined--
0.924172   --undefined--
0.934172   --undefined--
0.944172   --undefined--
0.954172   249.195844
0.964172   248.490915
0.974172   248.743757
0.984172   246.939108
0.994172   243.962867
1.004172   240.444550
1.014172   234.602200
1.024172   230.310556
1.034172   226.960394
1.044172   227.130856
1.054172   230.778392
1.064172   236.483190
1.074172   239.252209
1.084172   241.610004
1.094172   243.085892
1.104172   242.277178
1.114172   239.283239
1.124172   236.847320
1.134172   235.072525
1.144172   232.844640
1.154172   230.291131
1.164172   226.597825
1.174172   224.752702
1.184172   224.413152
1.194172   225.494840
1.204172   229.320419
1.214172   235.080097
1.224172   242.357345
1.234172   250.571111
1.244172   254.319999
1.254172   253.680707
1.264172   245.484460
1.274172   238.438234
1.284172   --undefined--
1.294172   --undefined--
1.304172   --undefined--
1.314172   --undefined--
1.324172   --undefined--
1.334172   --undefined--
1.344172   --undefined--
1.354172   --undefined--
1.364172   --undefined--
1.374172   --undefined--
1.384172   253.152582
1.394172   255.545158
1.404172   251.618445
1.414172   244.704505
1.424172   240.544210
1.434172   238.705798
1.444172   247.904407
1.454172   248.329121
1.464172   --undefined--
1.474172   --undefined--
1.484172   --undefined--
1.494172   --undefined--
1.504172   244.140191
1.514172   242.121293
1.524172   239.806647
1.534172   238.114699
1.544172   235.147959
1.554172   232.804112
1.564172   232.151214
1.574172   232.248329
1.584172   232.279663
1.594172   232.451178
1.604172   232.230983
1.614172   230.516589
1.624172   227.378446
1.634172   226.813157
1.644172   232.959936
1.654172   238.691198
1.664172   233.478607
1.674172   233.114570
1.684172   232.480790
1.694172   229.253422
1.704172   --undefined--
1.714172   --undefined--
1.724172   --undefined--
1.734172   --undefined--
1.744172   --undefined--
1.754172   --undefined--
1.764172   --undefined--
1.774172   --undefined--
1.784172   --undefined--
1.794172   --undefined--
1.804172   --undefined--
1.814172   --undefined--
1.824172   227.286960
1.834172   227.571316
1.844172   226.645153
1.854172   225.850566
1.864172   229.328006
1.874172   229.533940
1.884172   227.827158
1.894172   226.584812
1.904172   223.486616
1.914172   221.834583
1.924172   226.096292
1.934172   --undefined--
1.944172   --undefined--
1.954172   --undefined--
1.964172   --undefined--
1.974172   241.585758
1.984172   237.650117
1.994172   238.592780
2.004172   238.992147
2.014172   238.342980
2.024172   236.387396
2.034172   233.764651
2.044172   230.978569
2.054172   228.562805
2.064172   233.640410
2.074172   241.129361
2.084172   252.683340
2.094172   258.531131
2.104172   261.062956
2.114172   263.922122
2.124172   266.547568
2.134172   268.748856
2.144172   270.710080
2.154172   271.802292
2.164172   272.380913
2.174172   272.105873
2.184172   271.172113
2.194172   269.932016
2.204172   267.345802
2.214172   263.475905
2.224172   259.907262
2.234172   256.833287
2.244172   252.905076
2.254172   249.260550
2.264172   245.025506
2.274172   240.114613
2.284172   235.456068
2.294172   231.169855
2.304172   228.870272
2.314172   226.504640
2.324172   225.068714
2.334172   224.785305
2.344172   223.986647
2.354172   222.863041
2.364172   222.483338
2.374172   222.340670
2.384172   221.641896
2.394172   221.106341
2.404172   220.700508
2.414172   221.033981
2.424172   219.873526
2.434172   218.796970
2.444172   218.500492
2.454172   217.545504
2.464172   216.631579
2.474172   217.017900
2.484172   216.835445
2.494172   216.191241
2.504172   215.397454
2.514172   214.046615
2.524172   211.258768
2.534172   106.178417
2.544172   106.848273
2.554172   108.378797
2.564172   111.506322
2.574172   114.058066
2.584172   --undefined--
2.594172   --undefined--
2.604172   --undefined--
2.614172   --undefined--
2.624172   --undefined--
2.634172   --undefined--
2.644172   88.055315
2.654172   90.342608
2.664172   89.194084
2.674172   --undefined--
2.684172   --undefined--
2.694172   --undefined--
2.704172   --undefined--
