Time_s   F0_Hz
0.023396   210.562456
0.033396   199.584876
0.043396   195.706561
0.053396   191.779798
0.063396   192.265734
0.073396   --undefined--
0.083396   --undefined--
0.093396   202.125083
0.103396   203.463994
0.113396   205.035093
0.123396   208.646859
0.133396   210.725308
0.143396   211.793559
0.153396   211.665777
0.163396   208.224620
0.173396   209.986597
0.183396   210.198640
0.193396   210.067605
0.203396   210.865983
0.213396   209.673576
0.223396   248.290094
0.233396   243.283111
0.243396   240.359331
0.253396   239.507917
0.263396   240.595255
0.273396   244.426339
0.283396   252.527841
0.293396   257.589215
0.303396   257.628133
0.313396   --undefined--
0.323396   --undefined--
0.333396   --undefined--
0.343396   --undefined--
0.353396   --undefined--
0.363396   --undefined--
0.373396   --undefined--
0.383396   --undefined--
0.393396   --undefined--
0.403396   --undefined--
0.413396   --undefined--
0.423396   --undefined--
0.433396   --undefined--
0.443396   --undefined--
0.453396   212.743886
0.463396   207.214764
0.473396   207.816782
0.483396   209.189062
0.493396   --undefined--
0.503396   --undefined--
0.513396   --undefined--
0.523396   --undefined--
0.533396   --undefined--
0.543396   --undefined--
0.553396   --undefined--
0.563396   --undefined--
0.573396   --undefined--
0.583396   --undefined--
0.593396   --undefined--
0.603396   --undefined--
0.613396   --undefined--
0.623396   202.009560
0.633396   203.615243
0.643396   203.316181
0.653396   204.831809
0.663396   206.544707
0.673396   207.976289
0.683396   210.776225
0.693396   210.588075
0.703396   211.436369
0.713396   217.091659
0.723396   220.289203
0.733396   227.441611
0.743396   230.191607
0.753396   228.070060
0.763396   219.162366
0.773396   --undefined--
0.783396   --undefined--
0.793396   --undefined--
0.803396   --undefined--
0.813396   --undefined--
0.823396   --undefined--
0.833396   --undefined--
0.843396   --undefined--
0.853396   110.682478
0.863396   108.642810
0.873396   106.728690
0.883396   104.977021
0.893396   104.288705
0.903396   104.360349
0.913396   100.638939
0.923396   105.614077
0.933396   105.123833
0.943396   --undefined--
0.953396   209.709284
0.963396   208.588317
0.973396   206.804334
0.983396   205.723583
0.993396   205.281446
1.003396   205.153549
1.013396   210.897658
1.023396   206.684000
1.033396   206.260656
1.043396   205.317666
1.053396   205.292111
1.063396   206.825552
1.073396   207.028880
1.083396   206.630548
1.093396   205.896020
1.103396   205.150432
1.113396   203.498176
1.123396   200.794105
1.133396   197.817808
1.143396   190.325254
1.153396   187.546156
1.163396   190.413336
1.173396   192.870714
1.183396   194.014465
1.193396   192.370685
1.203396   189.816706
1.213396   187.709543
1.223396   187.874215
1.233396   188.632289
1.243396   187.556047
1.253396   183.848721
1.263396   187.362401
1.273396   188.923512
1.283396   188.710072
1.293396   188.043628
1.303396   188.802461
1.313396   188.467150
1.323396   188.628030
1.333396   --undefined--
1.343396   --undefined--
1.353396   --undefined--
1.363396   --undefined--
1.373396   --undefined--
1.383396   --undefined--
1.393396   --undefined--
1.403396   --undefined--
1.413396   101.167070
1.423396   101.371840
1.433396   99.652783
