Time_s   F0_Hz
0.021780   230.625192
0.031780   223.461638
0.041780   223.768446
0.051780   --undefined--
0.061780   --undefined--
0.071780   --undefined--
0.081780   --undefined--
0.091780   --undefined--
0.101780   --undefined--
0.111780   --undefined--
0.121780   290.598884
0.131780   261.763629
0.141780   252.264902
0.151780   249.843365
0.161780   249.486190
0.171780   249.986685
0.181780   250.751403
0.191780   252.923331
0.201780   252.297599
0.211780   248.810450
0.221780   251.474902
0.231780   258.493884
0.241780   275.641902
0.251780   284.965503
0.261780   290.871086
0.271780   290.565837
0.281780   290.510986
0.291780   292.797531
0.301780   295.451583
0.311780   290.706150
0.321780   292.118783
0.331780   --undefined--
0.341780   --undefined--
0.351780   --undefined--
0.361780   --undefined--
0.371780   --undefined--
0.381780   --undefined--
0.391780   --undefined--
0.401780   --undefined--
0.411780   --undefined--
0.421780   --undefined--
0.431780   --undefined--
0.441780   --undefined--
0.451780   --undefined--
0.461780   --undefined--
0.471780   263.320497
0.481780   252.111942
0.491780   245.759799
0.501780   243.259602
0.511780   240.615371
0.521780   233.888455
0.531780   226.073029
0.541780   221.647881
0.551780   223.044727
0.561780   233.137499
0.571780   237.437008
0.581780   236.858890
0.591780   235.207819
0.601780   231.332806
0.611780   222.723177
0.621780   223.694854
0.631780   228.774673
0.641780   226.892814
0.651780   --undefined--
0.661780   --undefined--
0.671780   --undefined--
0.681780   --undefined--
0.691780   --undefined--
0.701780   --undefined--
0.711780   --undefined--
0.721780   --undefined--
0.731780   --undefined--
0.741780   --undefined--
0.751780   --undefined--
0.761780   --undefined--
0.771780   229.667704
0.781780   227.738905
0.791780   227.054345
0.801780   221.350662
0.811780   215.058398
0.821780   211.613229
0.831780   210.487994
0.841780   207.830879
0.851780   223.880269
0.861780   225.026448
0.871780   225.644518
0.881780   225.208544
0.891780   223.984539
0.901780   221.702697
0.911780   220.682248
0.921780   219.107977
0.931780   217.505778
0.941780   219.238807
0.951780   218.512467
0.961780   218.007621
0.971780   217.893691
0.981780   218.288216
0.991780   217.323893
1.001780   214.509311
1.011780   208.579207
1.021780   207.687129
1.031780   206.503965
1.041780   208.182673
1.051780   210.801480
1.061780   213.584109
1.071780   215.066888
1.081780   213.786080
1.091780   212.482723
1.101780   210.304795
1.111780   207.671106
1.121780   205.662166
1.131780   202.597753
1.141780   196.707659
1.151780   194.489701
1.161780   --undefined--
1.171780   --undefined--
1.181780   --undefined--
1.191780   --undefined--
1.201780   --undefined--
1.211780   --undefined--
1.221780   --undefined--
1.231780   --undefined--
1.241780   --undefined--
1.251780   --undefined--
1.261780   225.147443
1.271780   201.952288
1.281780   195.762204
1.291780   196.441937
1.301780   197.185965
1.311780   193.003310
1.321780   192.452795
1.331780   --undefined--
1.341780   --undefined--
