Time_s   F0_Hz
0.024603   --undefined--
0.034603   233.743118
0.044603   224.515801
0.054603   216.023408
0.064603   229.024315
0.074603   226.284255
0.084603   224.591095
0.094603   --undefined--
0.104603   --undefined--
0.114603   --undefined--
0.124603   --undefined--
0.134603   --undefined--
0.144603   255.448080
0.154603   236.236054
0.164603   229.738401
0.174603   224.605810
0.184603   219.125711
0.194603   218.020752
0.204603   220.862290
0.214603   225.258531
0.224603   228.634384
0.234603   230.072719
0.244603   229.920906
0.254603   229.666069
0.264603   228.648535
0.274603   226.244356
0.284603   222.411585
0.294603   219.595021
0.304603   218.544696
0.314603   217.421084
0.324603   213.726943
0.334603   210.048107
0.344603   207.977980
0.354603   205.620152
0.364603   203.387250
0.374603   201.813562
0.384603   200.093756
0.394603   197.760323
0.404603   196.408050
0.414603   196.092500
0.424603   195.687929
0.434603   194.559214
0.444603   193.195820
0.454603   190.361470
0.464603   186.518851
0.474603   182.113936
0.484603   182.100419
0.494603   183.456419
0.504603   184.960395
0.514603   184.165968
0.524603   184.312899
0.534603   190.702754
0.544603   189.451590
0.554603   186.520749
0.564603   185.765358
0.574603   --undefined--
0.584603   --undefined--
0.594603   --undefined--
0.604603   --undefined--
0.614603   --undefined--
0.624603   --undefined--
0.634603   --undefined--
0.644603   --undefined--
0.654603   --undefined--
0.664603   239.171598
0.674603   229.929880
0.684603   215.562497
0.694603   212.486374
0.704603   222.956815
0.714603   221.813883
0.724603   226.802503
0.734603   --undefined--
0.744603   --undefined--
0.754603   --undefined--
0.764603   --undefined--
0.774603   --undefined--
0.784603   213.991115
0.794603   202.298454
0.804603   198.135619
0.814603   195.624250
0.824603   193.965126
0.834603   --undefined--
0.844603   --undefined--
0.854603   98.636153
0.864603   99.288699
0.874603   98.378780
0.884603   98.081213
0.894603   97.582439
0.904603   194.754506
0.914603   194.928639
0.924603   195.092829
0.934603   195.765072
0.944603   194.433565
0.954603   193.215474
0.964603   191.832639
0.974603   --undefined--
0.984603   --undefined--
0.994603   --undefined--
1.004603   211.067282
1.014603   203.547518
1.024603   197.768563
1.034603   194.465545
1.044603   193.091945
1.054603   189.305466
1.064603   185.296446
1.074603   --undefined--
1.084603   --undefined--
1.094603   --undefined--
1.104603   --undefined--
1.114603   --undefined--
1.124603   --undefined--
1.134603   --undefined--
1.144603   103.123049
1.154603   101.494146
1.164603   98.217278
1.174603   99.779675
1.184603   101.180771
1.194603   99.872254
1.204603   --undefined--
1.214603   --undefined--
1.224603   --undefined--
1.234603   102.330697
1.244603   101.806580
1.254603   100.234110
1.264603   101.022071
1.274603   97.392545
1.284603   96.397180
1.294603   95.160097
1.304603   187.798285
1.314603   184.917284
1.324603   182.230573
1.334603   180.765052
1.344603   183.472111
1.354603   186.881897
1.364603   186.825929
1.374603   187.337060
1.384603   188.235548
1.394603   188.455988
1.404603   190.886929
1.414603   195.605769
1.424603   198.894451
1.434603   196.464854
1.444603   188.414529
1.454603   --undefined--
1.464603   --undefined--
1.474603   --undefined--
1.484603   --undefined--
1.494603   --undefined--
1.504603   --undefined--
1.514603   --undefined--
1.524603   --undefined--
1.534603   --undefined--
1.544603   --undefined--
1.554603   --undefined--
1.564603   --undefined--
1.574603   277.239816
1.584603   289.201556
1.594603   277.962900
1.604603   273.335705
1.614603   274.236441
1.624603   --undefined--
1.634603   --undefined--
1.644603   --undefined--
1.654603   --undefined--
1.664603   --undefined--
1.674603   --undefined--
1.684603   311.619923
1.694603   317.795547
1.704603   329.278030
1.714603   346.318793
1.724603   360.586992
1.734603   368.692799
1.744603   379.152666
1.754603   383.109641
1.764603   380.930941
1.774603   373.567006
1.784603   359.076701
1.794603   347.961014
1.804603   340.231131
1.814603   --undefined--
1.824603   --undefined--
1.834603   --undefined--
1.844603   --undefined--
