Time_s   F0_Hz
0.022802   --undefined--
0.032802   --undefined--
0.042802   --undefined--
0.052802   --undefined--
0.062802   --undefined--
0.072802   --undefined--
0.082802   --undefined--
0.092802   --undefined--
0.102802   --undefined--
0.112802   --undefined--
0.122802   --undefined--
0.132802   323.435517
0.142802   318.493942
0.152802   318.073883
0.162802   316.603112
0.172802   314.764200
0.182802   311.977808
0.192802   308.270305
0.202802   300.697468
0.212802   294.579441
0.222802   292.727479
0.232802   291.832974
0.242802   292.430410
0.252802   298.796607
0.262802   299.812266
0.272802   --undefined--
0.282802   --undefined--
0.292802   --undefined--
0.302802   --undefined--
0.312802   --undefined--
0.322802   --undefined--
0.332802   --undefined--
0.342802   --undefined--
0.352802   --undefined--
0.362802   245.392793
0.372802   224.480895
0.382802   226.388688
0.392802   228.462162
0.402802   228.439584
0.412802   227.675170
0.422802   227.014807
0.432802   223.625577
0.442802   216.402430
0.452802   207.655784
0.462802   210.569640
0.472802   --undefined--
0.482802   --undefined--
0.492802   --undefined--
0.502802   --undefined--
0.512802   219.880419
0.522802   217.836384
0.532802   216.328443
0.542802   215.470768
0.552802   215.551866
0.562802   215.949954
0.572802   215.093239
0.582802   215.204986
0.592802   217.941195
0.602802   218.089859
0.612802   215.173476
0.622802   189.133731
0.632802   192.564077
0.642802   190.704992
0.652802   183.129563
0.662802   181.905718
0.672802   184.385727
0.682802   184.223898
0.692802   182.904393
0.702802   181.083019
0.712802   183.412538
0.722802   183.390582
0.732802   183.295282
0.742802   183.736503
0.752802   --undefined--
0.762802   --undefined--
0.772802   --undefined--
0.782802   --undefined--
0.792802   --undefined--
0.802802   --undefined--
0.812802   --undefined--
0.822802   --undefined--
0.832802   --undefined--
0.842802   --undefined--
0.852802   --undefined--
0.862802   --undefined--
