Time_s   F0_Hz
0.021599   --undefined--
0.031599   --undefined--
0.041599   --undefined--
0.051599   --undefined--
0.061599   --undefined--
0.071599   --undefined--
0.081599   --undefined--
0.091599   --undefined--
0.101599   --undefined--
0.111599   124.970359
0.121599   124.020312
0.131599   129.750905
0.141599   133.509378
0.151599   137.866423
0.161599   135.793498
0.171599   141.164458
0.181599   145.367528
0.191599   152.133623
0.201599   155.753209
0.211599   161.591194
0.221599   166.375966
0.231599   166.977864
0.241599   166.756573
0.251599   166.672485
0.261599   --undefined--
0.271599   --undefined--
0.281599   --undefined--
0.291599   --undefined--
0.301599   --undefined--
0.311599   --undefined--
0.321599   --undefined--
0.331599   --undefined--
0.341599   --undefined--
0.351599   --undefined--
0.361599   --undefined--
0.371599   --undefined--
0.381599   --undefined--
0.391599   --undefined--
0.401599   --undefined--
0.411599   --undefined--
0.421599   --undefined--
0.431599   139.154523
0.441599   136.682019
0.451599   132.735166
0.461599   129.830922
0.471599   126.423847
0.481599   125.512479
0.491599   124.978122
0.501599   123.060636
0.511599   122.346185
0.521599   122.002300
0.531599   121.351517
0.541599   120.217983
0.551599   118.658231
0.561599   115.851118
0.571599   113.968719
0.581599   112.457334
0.591599   109.303443
0.601599   107.611647
0.611599   110.818888
0.621599   115.066167
0.631599   114.491141
0.641599   110.897339
0.651599   106.464944
0.661599   95.682871
0.671599   --undefined--
0.681599   --undefined--
0.691599   --undefined--
0.701599   --undefined--
0.711599   --undefined--
0.721599   --undefined--
0.731599   --undefined--
0.741599   --undefined--
0.751599   --undefined--
0.761599   --undefined--
0.771599   --undefined--
0.781599   126.612957
0.791599   124.279803
0.801599   122.616410
0.811599   121.608264
0.821599   121.114550
0.831599   120.694261
0.841599   119.887162
0.851599   118.497355
0.861599   116.765382
0.871599   115.141009
0.881599   116.005826
0.891599   114.994796
0.901599   114.264956
0.911599   114.662301
0.921599   113.516531
0.931599   112.380718
0.941599   110.989698
0.951599   110.552820
0.961599   110.994160
0.971599   111.013787
0.981599   109.007754
0.991599   107.675090
1.001599   108.970572
1.011599   110.252581
1.021599   111.045626
1.031599   111.379964
1.041599   111.587076
1.051599   112.281271
1.061599   112.522259
1.071599   112.299817
1.081599   113.740743
1.091599   113.813818
1.101599   114.103336
1.111599   113.881330
1.121599   114.796630
1.131599   113.956664
1.141599   113.229649
1.151599   112.436337
1.161599   111.323586
1.171599   110.405366
1.181599   109.651968
1.191599   108.731492
1.201599   107.529124
1.211599   106.381600
1.221599   100.176080
1.231599   107.422641
1.241599   104.903988
1.251599   105.203629
1.261599   105.599097
1.271599   126.318171
1.281599   130.801040
1.291599   134.686942
1.301599   137.285137
1.311599   140.837000
1.321599   144.033327
1.331599   144.830700
1.341599   144.533257
1.351599   145.740823
1.361599   147.470246
1.371599   147.934501
1.381599   146.612628
1.391599   133.832798
1.401599   129.193265
1.411599   127.494796
1.421599   129.626328
1.431599   --undefined--
1.441599   --undefined--
1.451599   --undefined--
1.461599   --undefined--
1.471599   131.211578
