Time_s   F0_Hz
0.023968   --undefined--
0.033968   --undefined--
0.043968   --undefined--
0.053968   --undefined--
0.063968   --undefined--
0.073968   --undefined--
0.083968   --undefined--
0.093968   --undefined--
0.103968   --undefined--
0.113968   --undefined--
0.123968   --undefined--
0.133968   --undefined--
0.143968   --undefined--
0.153968   --undefined--
0.163968   --undefined--
0.173968   --undefined--
0.183968   --undefined--
0.193968   --undefined--
0.203968   --undefined--
0.213968   --undefined--
0.223968   --undefined--
0.233968   --undefined--
0.243968   --undefined--
0.253968   --undefined--
0.263968   --undefined--
0.273968   --undefined--
0.283968   --undefined--
0.293968   104.540060
0.303968   104.215521
0.313968   103.946502
0.323968   102.765461
0.333968   100.846266
0.343968   99.717392
0.353968   98.377268
0.363968   97.545283
0.373968   97.396673
0.383968   97.443808
0.393968   97.438009
0.403968   96.824028
0.413968   96.777831
0.423968   96.837974
0.433968   96.472359
0.443968   94.193545
0.453968   93.229853
0.463968   94.242618
0.473968   97.750108
0.483968   99.083757
0.493968   99.202509
0.503968   97.088540
0.513968   97.838777
0.523968   --undefined--
0.533968   --undefined--
0.543968   --undefined--
0.553968   --undefined--
0.563968   --undefined--
0.573968   --undefined--
0.583968   --undefined--
0.593968   --undefined--
0.603968   112.784537
0.613968   112.737128
0.623968   111.119629
0.633968   108.718299
0.643968   106.453434
0.653968   106.305992
0.663968   107.956600
0.673968   105.941959
0.683968   105.629586
0.693968   104.892618
0.703968   104.603604
0.713968   104.424130
0.723968   104.860086
0.733968   106.373800
0.743968   108.012017
0.753968   107.256421
0.763968   106.641911
0.773968   104.234593
0.783968   103.087024
0.793968   103.926445
0.803968   --undefined--
0.813968   --undefined--
0.823968   --undefined--
0.833968   --undefined--
0.843968   80.203353
0.853968   80.188130
0.863968   91.520744
0.873968   126.893727
0.883968   126.410421
0.893968   --undefined--
0.903968   --undefined--
0.913968   --undefined--
0.923968   --undefined--
0.933968   119.800767
0.943968   116.589271
0.953968   119.256996
0.963968   119.315437
0.973968   --undefined--
0.983968   --undefined--
0.993968   --undefined--
1.003968   --undefined--
1.013968   --undefined--
1.023968   --undefined--
1.033968   --undefined--
1.043968   --undefined--
1.053968   --undefined--
1.063968   --undefined--
1.073968   --undefined--
1.083968   --undefined--
1.093968   --undefined--
1.103968   --undefined--
1.113968   --undefined--
1.123968   --undefined--
1.133968   --undefined--
1.143968   --undefined--
1.153968   --undefined--
1.163968   --undefined--
1.173968   --undefined--
1.183968   --undefined--
1.193968   --undefined--
1.203968   --undefined--
1.213968   --undefined--
1.223968   --undefined--
1.233968   --undefined--
1.243968   --undefined--
1.253968   --undefined--
1.263968   --undefined--
1.273968   --undefined--
1.283968   --undefined--
1.293968   --undefined--
1.303968   --undefined--
1.313968   --undefined--
1.323968   --undefined--
1.333968   --undefined--
1.343968   --undefined--
1.353968   --undefined--
1.363968   --undefined--
1.373968   --undefined--
1.383968   --undefined--
1.393968   --undefined--
1.403968   --undefined--
1.413968   --undefined--
1.423968   --undefined--
1.433968   --undefined--
1.443968   --undefined--
1.453968   --undefined--
1.463968   --undefined--
1.473968   --undefined--
1.483968   --undefined--
1.493968   --undefined--
1.503968   --undefined--
1.513968   --undefined--
1.523968   --undefined--
1.533968   --undefined--
1.543968   --undefined--
1.553968   --undefined--
1.563968   --undefined--
1.573968   --undefined--
1.583968   --undefined--
1.593968   --undefined--
1.603968   --undefined--
1.613968   --undefined--
1.623968   --undefined--
1.633968   --undefined--
1.643968   --undefined--
1.653968   75.587697
1.663968   85.413565
1.673968   85.988441
1.683968   --undefined--
1.693968   --undefined--
1.703968   --undefined--
1.713968   --undefined--
1.723968   --undefined--
1.733968   --undefined--
1.743968   --undefined--
1.753968   --undefined--
1.763968   --undefined--
