Time_s   F0_Hz
0.021678   --undefined--
0.031678   --undefined--
0.041678   --undefined--
0.051678   --undefined--
0.061678   --undefined--
0.071678   --undefined--
0.081678   --undefined--
0.091678   --undefined--
0.101678   145.530781
0.111678   147.668224
0.121678   149.723509
0.131678   152.731288
0.141678   150.137518
0.151678   145.006759
0.161678   141.194022
0.171678   137.813082
0.181678   137.008735
0.191678   138.756823
0.201678   138.852686
0.211678   133.990454
0.221678   123.992960
0.231678   131.140106
0.241678   135.080985
0.251678   135.745768
0.261678   135.000899
0.271678   135.038521
0.281678   143.123726
0.291678   142.388553
0.301678   141.984678
0.311678   141.713516
0.321678   141.205932
0.331678   140.166115
0.341678   137.947864
0.351678   136.209631
0.361678   133.393347
0.371678   128.994376
0.381678   123.103700
0.391678   120.814366
0.401678   118.802333
0.411678   116.091874
0.421678   114.305888
0.431678   109.563812
0.441678   109.796545
0.451678   110.449190
0.461678   109.628319
0.471678   111.279538
0.481678   110.403040
0.491678   108.711887
0.501678   107.951520
0.511678   104.768254
0.521678   102.641639
0.531678   99.718641
0.541678   --undefined--
0.551678   --undefined--
0.561678   --undefined--
0.571678   --undefined--
0.581678   --undefined--
0.591678   --undefined--
0.601678   --undefined--
0.611678   106.752899
0.621678   107.135096
0.631678   111.556376
0.641678   113.090926
0.651678   114.360564
0.661678   112.938178
0.671678   113.257370
0.681678   112.509206
0.691678   110.919169
0.701678   109.256790
0.711678   107.693656
0.721678   107.002923
0.731678   107.213904
0.741678   107.441721
0.751678   107.185661
0.761678   107.024100
0.771678   105.689229
0.781678   102.729012
0.791678   103.513119
0.801678   100.006181
0.811678   99.316473
0.821678   98.622245
0.831678   98.174247
0.841678   97.295570
0.851678   96.567975
0.861678   95.427560
0.871678   96.977035
0.881678   99.213281
0.891678   --undefined--
0.901678   --undefined--
0.911678   --undefined--
0.921678   --undefined--
0.931678   --undefined--
0.941678   --undefined--
0.951678   --undefined--
0.961678   --undefined--
0.971678   --undefined--
0.981678   --undefined--
0.991678   98.622637
1.001678   94.103846
1.011678   93.094390
1.021678   91.334414
1.031678   88.382244
1.041678   88.277321
1.051678   89.951325
1.061678   91.856729
1.071678   93.916912
1.081678   94.399143
1.091678   94.856495
1.101678   94.514655
1.111678   94.928327
1.121678   94.785133
1.131678   94.292408
1.141678   93.956362
1.151678   93.648341
1.161678   92.548570
1.171678   91.803454
1.181678   91.155569
1.191678   90.996802
1.201678   90.479942
1.211678   85.920822
1.221678   85.665041
1.231678   89.435128
1.241678   92.207839
1.251678   92.143482
1.261678   79.969061
1.271678   78.289274
1.281678   --undefined--
1.291678   --undefined--
1.301678   --undefined--
1.311678   --undefined--
1.321678   --undefined--
1.331678   --undefined--
1.341678   --undefined--
1.351678   --undefined--
1.361678   --undefined--
1.371678   --undefined--
1.381678   --undefined--
1.391678   --undefined--
1.401678   --undefined--
1.411678   --undefined--
1.421678   --undefined--
1.431678   --undefined--
1.441678   --undefined--
1.451678   --undefined--
1.461678   --undefined--
1.471678   --undefined--
1.481678   --undefined--
1.491678   --undefined--
1.501678   --undefined--
1.511678   --undefined--
1.521678   --undefined--
1.531678   --undefined--
1.541678   --undefined--
1.551678   --undefined--
1.561678   --undefined--
1.571678   --undefined--
1.581678   --undefined--
1.591678   --undefined--
1.601678   --undefined--
1.611678   --undefined--
1.621678   --undefined--
1.631678   --undefined--
1.641678   --undefined--
1.651678   --undefined--
1.661678   --undefined--
1.671678   --undefined--
1.681678   --undefined--
1.691678   --undefined--
1.701678   --undefined--
1.711678   --undefined--
1.721678   --undefined--
1.731678   --undefined--
1.741678   --undefined--
1.751678   --undefined--
1.761678   --undefined--
1.771678   --undefined--
1.781678   --undefined--
1.791678   --undefined--
1.801678   --undefined--
1.811678   --undefined--
1.821678   --undefined--
1.831678   --undefined--
1.841678   --undefined--
1.851678   --undefined--
1.861678   --undefined--
1.871678   --undefined--
1.881678   --undefined--
1.891678   --undefined--
1.901678   --undefined--
1.911678   --undefined--
1.921678   --undefined--
1.931678   --undefined--
1.941678   --undefined--
1.951678   --undefined--
1.961678   --undefined--
1.971678   --undefined--
1.981678   --undefined--
1.991678   --undefined--
2.001678   --undefined--
2.011678   --undefined--
2.021678   --undefined--
