Time_s   F0_Hz
0.020615   --undefined--
0.030615   --undefined--
0.040615   118.130017
0.050615   119.504584
0.060615   116.507256
0.070615   116.457982
0.080615   116.833610
0.090615   118.732697
0.100615   121.033139
0.110615   132.599279
0.120615   145.408467
0.130615   147.009621
0.140615   148.926411
0.150615   150.873739
0.160615   152.996722
0.170615   153.596420
0.180615   151.936482
0.190615   156.784648
0.200615   157.881493
0.210615   157.577589
0.220615   157.793093
0.230615   158.021502
0.240615   156.815026
0.250615   155.718495
0.260615   155.310009
0.270615   154.875691
0.280615   154.683241
0.290615   153.862608
0.300615   151.896865
0.310615   146.982125
0.320615   145.754405
0.330615   --undefined--
0.340615   --undefined--
0.350615   --undefined--
0.360615   --undefined--
0.370615   --undefined--
0.380615   --undefined--
0.390615   --undefined--
0.400615   --undefined--
0.410615   --undefined--
0.420615   --undefined--
0.430615   --undefined--
0.440615   --undefined--
0.450615   --undefined--
0.460615   --undefined--
0.470615   --undefined--
0.480615   --undefined--
0.490615   --undefined--
0.500615   --undefined--
0.510615   --undefined--
0.520615   --undefined--
0.530615   --undefined--
0.540615   182.459171
0.550615   172.074008
0.560615   170.642053
0.570615   169.795352
0.580615   167.969104
0.590615   164.405340
0.600615   160.496149
0.610615   155.311433
0.620615   148.079226
0.630615   141.293951
0.640615   133.923052
0.650615   128.465908
0.660615   --undefined--
0.670615   --undefined--
0.680615   --undefined--
0.690615   --undefined--
0.700615   --undefined--
0.710615   --undefined--
0.720615   --undefined--
0.730615   --undefined--
0.740615   --undefined--
0.750615   --undefined--
0.760615   --undefined--
0.770615   125.343427
0.780615   114.308077
0.790615   113.773921
0.800615   117.419217
0.810615   117.820254
0.820615   117.834908
0.830615   114.114840
0.840615   111.914905
0.850615   111.280818
0.860615   109.896052
0.870615   107.828400
0.880615   104.921236
0.890615   102.656230
0.900615   101.284149
0.910615   103.932915
0.920615   108.602015
0.930615   110.616874
0.940615   111.333285
0.950615   110.692854
0.960615   109.110923
0.970615   108.242817
0.980615   107.574482
0.990615   106.864676
1.000615   106.616998
1.010615   108.154889
1.020615   110.662515
1.030615   110.622588
1.040615   109.183031
1.050615   108.778552
1.060615   108.631080
1.070615   112.591436
1.080615   108.887361
1.090615   106.389468
1.100615   106.243442
1.110615   105.082882
1.120615   102.819639
1.130615   101.297637
1.140615   101.134504
1.150615   103.475378
1.160615   104.065050
1.170615   --undefined--
1.180615   --undefined--
1.190615   --undefined--
1.200615   --undefined--
1.210615   --undefined--
1.220615   --undefined--
1.230615   --undefined--
1.240615   --undefined--
1.250615   --undefined--
1.260615   --undefined--
1.270615   --undefined--
1.280615   --undefined--
1.290615   --undefined--
1.300615   --undefined--
1.310615   --undefined--
1.320615   --undefined--
1.330615   --undefined--
1.340615   --undefined--
1.350615   --undefined--
1.360615   --undefined--
1.370615   --undefined--
1.380615   --undefined--
1.390615   --undefined--
1.400615   --undefined--
1.410615   --undefined--
1.420615   --undefined--
1.430615   --undefined--
1.440615   --undefined--
1.450615   --undefined--
1.460615   --undefined--
1.470615   --undefined--
1.480615   --undefined--
